time	V(n003)	V(n005)	I(I1)
4.934146260695515e-002	1.515335e+000	4.996513e+000	2.499732e-004
4.934146283352110e-002	1.515335e+000	4.996513e+000	2.499732e-004
4.934146328665298e-002	1.515335e+000	4.996514e+000	2.499732e-004
4.934146419291676e-002	1.515335e+000	4.996513e+000	2.499732e-004
4.934146963049943e-002	1.515335e+000	4.996513e+000	2.499732e-004
4.934147234929077e-002	1.515335e+000	4.996513e+000	2.499732e-004
4.934177504139265e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934177685392021e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934177821331588e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934178365089854e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934180540122922e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934180993254811e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934181446386700e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934181899518589e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934182352650478e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934182805782367e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934183258914256e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934183712046145e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934187246474880e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934187337101258e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934187405071041e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934187676950175e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934188039455686e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934188311334820e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934226102534366e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934226827545388e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934226895515172e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934227529899816e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934227801778950e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934228164284461e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934228889295484e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934228957265267e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934229047891645e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934229274457590e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934229365083968e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934230633853257e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934234983919392e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934235074545770e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934235142515553e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934235233141931e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934235776900198e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934236501911220e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934236683163976e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934237045669487e-002	1.515335e+000	4.996513e+000	2.499733e-004
4.934261877297008e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934262058549763e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934262075542209e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934262098198804e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934262234138370e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934262777896637e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934264952929705e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934267852973794e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934268577984817e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934270028006862e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934273018677329e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934273245243274e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934273335869652e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934273594802160e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934273853734668e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934274112667176e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934274371599684e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934274630532192e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934274889464700e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934275148397208e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934292911167260e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934293636178283e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934293658834878e-002	1.515335e+000	4.996514e+000	2.499734e-004
4.934293704148066e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934293715476364e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934293738132958e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934293874072525e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934294417830792e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934295142841814e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934295369407759e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934295460034137e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934295641286893e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934295777226459e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934295958479215e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934296094418782e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934297363188071e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934298813210116e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934299318128507e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934299823046898e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934300327965288e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934300832883679e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934301337802069e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934301842720460e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934302347638851e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311229023877e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311319650254e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311387620038e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311478246416e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311500903010e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311546216199e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311557544496e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311580201091e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934311716140657e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934312259898924e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934312984909947e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934313619294592e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934313800547348e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314163052859e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314197037751e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314242350939e-002	1.515335e+000	4.996514e+000	2.499734e-004
4.934314253679237e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314276335831e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314434931993e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314480245181e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314797437504e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934314888063882e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934315069316637e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934315522448526e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934315703701282e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934376967132682e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934377057759060e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934377125728844e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934377397607977e-002	1.515335e+000	4.996513e+000	2.499734e-004
4.934383974493681e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934390551379385e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934397128265089e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934403705150792e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934410282036496e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934416858922200e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934423435807904e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934429235896084e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934441198577955e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934441289204333e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934441357174116e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934441447800494e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934441629053250e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934441991558761e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934442399377461e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934442671256595e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934442943135728e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934443215014862e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934443486893995e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934443758773129e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934444030652262e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934444302531395e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458440246335e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458485559524e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458496887821e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458519544416e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458564857604e-002	1.515335e+000	4.996514e+000	2.499735e-004
4.934458678140577e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458723453766e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458734782063e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458757438658e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934458893378224e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934459437136491e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934464512213648e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934470312301828e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934474662367962e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934478096460350e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934481530552738e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934484964645126e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934488398737513e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934491832829901e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934495266922289e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934498701014677e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934501147926877e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934501238553255e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934501306523038e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934501397149416e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934501578402172e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934501895594495e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934501940907683e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934502031534061e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934502099503844e-002	1.515335e+000	4.996513e+000	2.499735e-004
4.934508443350291e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934508533976669e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934508601946452e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934508692572830e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934508873825586e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934509236331097e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934509508210231e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934525827431549e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934542146652868e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934558465874186e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934574785095505e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934591104316823e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934607423538141e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934623742759459e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934623833385837e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934623901355621e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934624173234754e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934626710773333e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934629610817422e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934629882696556e-002	1.515335e+000	4.996513e+000	2.499736e-004
4.934705736974782e-002	1.515335e+000	4.996513e+000	2.499737e-004
4.934706461985805e-002	1.515335e+000	4.996513e+000	2.499737e-004
4.934706529955588e-002	1.515335e+000	4.996513e+000	2.499737e-004
4.934706801834722e-002	1.515335e+000	4.996513e+000	2.499737e-004
4.934707164340233e-002	1.515335e+000	4.996513e+000	2.499737e-004
4.934707889351256e-002	1.515335e+000	4.996513e+000	2.499737e-004
4.934708433109523e-002	1.515335e+000	4.996513e+000	2.499737e-004
4.934791854690296e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934791945316674e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934792126569430e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934792171882618e-002	1.515335e+000	4.996514e+000	2.499738e-004
4.934792183210916e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934792205867510e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934792251180699e-002	1.515335e+000	4.996514e+000	2.499738e-004
4.934792341807077e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934792885565344e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934793157444477e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934799954422813e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934800135675569e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934800271615136e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934800452867891e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934800905999780e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934801087252536e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934833440869414e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934833803374925e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934833837359817e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934833882673006e-002	1.515335e+000	4.996514e+000	2.499738e-004
4.934833973299384e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934834154552140e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934834607684029e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934836044759448e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934837481834867e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934838918910287e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934840355985707e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934841793061127e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934843230136546e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934844667211966e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934845392222988e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934845460192772e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934845732071905e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934846094577416e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934846819588439e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934847453973084e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934872421540171e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934873327803949e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934873619103021e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934873910402093e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934874201701164e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934874493000235e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934874784299307e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934875075598379e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934875366897450e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934878901326185e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934882435754920e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934885970183654e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934889504612389e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934893039041123e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934896573469858e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934900107898593e-002	1.515335e+000	4.996513e+000	2.499738e-004
4.934978046583509e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934978952847288e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934978998160476e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934979009488773e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934979032145368e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934979077458557e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934979088786854e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934979111443449e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934979156756637e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934979247383015e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934979791141282e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934980516152305e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934981150536950e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934982645872184e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934982759155156e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934982959827850e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934983160500544e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934983361173238e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934983561845931e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934983762518625e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934983963191319e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.934984163864013e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934984390429957e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.934984662309091e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.935012620546645e-002	1.515335e+000	4.996514e+000	2.499739e-004
4.935012892425779e-002	1.515335e+000	4.996513e+000	2.499739e-004
4.935020663637676e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020708950864e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020720279162e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020742935756e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020748599905e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020759928202e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020788248945e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020822233837e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020867547026e-002	1.515335e+000	4.996514e+000	2.499740e-004
4.935020878875323e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020901531918e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935020946845106e-002	1.515335e+000	4.996514e+000	2.499740e-004
4.935021037471484e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935021218724240e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935022306240774e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935023756262819e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935023892202385e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935025125368454e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935026358534524e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935027591700594e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935028824866663e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935030058032732e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935031291198802e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935032524364871e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935033475941839e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935033747820972e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935035061903451e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935035696288095e-002	1.515335e+000	4.996514e+000	2.499740e-004
4.935035968167229e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935036104106796e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935036363039304e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935036621971812e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935036880904320e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935037139836828e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935037398769336e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935037657701844e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935037916634352e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935041722942221e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935041813568599e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935041881538382e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935042153417516e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935042515923027e-002	1.515335e+000	4.996514e+000	2.499740e-004
4.935042787802161e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935073057012350e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935073238265106e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935073374204672e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935073917962939e-002	1.515335e+000	4.996514e+000	2.499740e-004
4.935076092996007e-002	1.515335e+000	4.996514e+000	2.499740e-004
4.935079083666474e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935079264919230e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935082889974343e-002	1.515335e+000	4.996513e+000	2.499740e-004
4.935168531901372e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935168713154128e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935168849093695e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935169392851962e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935171930390540e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935172655401563e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935174828816302e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935177002231041e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935179175645781e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935181349060520e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935183522475259e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935185695889998e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935187869304737e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935187959931115e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935188141183871e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935188503689382e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935188594315760e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935188775568516e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935190678722450e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935191041227961e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935191075212853e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935191120526042e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935191211152420e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935191754910687e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935193023679976e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935193114306354e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935193182276138e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935193454155271e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935193816660782e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935194088539916e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935203332430453e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935203423056831e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935203491026614e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935204125411259e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935204204709340e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935204295335718e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935204476588474e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227314435681e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227676941192e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227688269490e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227691101564e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227696765712e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227708094010e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227730750604e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935227866690171e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935228047942927e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935228410448438e-002	1.515335e+000	4.996514e+000	2.499741e-004
4.935228501074816e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935228682327571e-002	1.515335e+000	4.996513e+000	2.499741e-004
4.935299144336318e-002	1.515335e+000	4.996514e+000	2.499742e-004
4.935300050600096e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935304128787098e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935308206974100e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935312285161101e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935316363348102e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935320441535104e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935324519722106e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935328597909107e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935372053257266e-002	1.515335e+000	4.996514e+000	2.499742e-004
4.935375043927734e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935376390376776e-002	1.515335e+000	4.996513e+000	2.499742e-004
4.935377736825818e-002	1.515336e+000	4.996513e+000	2.499742e-004
4.935379083274859e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935380429723901e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935381776172943e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935383122621985e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935384469071027e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935384559697405e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935384627667188e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935384718293566e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935384899546322e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935385035485888e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935385216738644e-002	1.515336e+000	4.996513e+000	2.499743e-004
4.935385669870533e-002	1.515336e+000	4.996513e+000	2.499743e-004
